date,home_team,away_team,home_score,away_score,league,season,home_xg,away_xg,lahde,vaihe,home_uefa_id,away_uefa_id,home_maa,away_maa,home_nimet,away_nimet
2023-09-21,LASK,Liverpool FC,1,3,INT-Europa League,2324,,,uefa,TOURNAMENT,63405,7889,AUT,ENG,LASK,Liverpool FC|Liverpool
2023-09-21,Stade Rennais FC,Maccabi Haifa FC,3,0,INT-Europa League,2324,,,uefa,TOURNAMENT,55031,59045,FRA,ISR,Stade Rennais FC|Rennes,Maccabi Haifa FC|Maccabi Haifa
2023-09-21,Panathinaikos FC,Villarreal CF,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50084,70691,GRE,ESP,Panathinaikos FC|Panathinaikos,Villarreal CF|Villarreal
2023-09-21,Servette FC,SK Slavia Praha,0,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50008,52498,SUI,CZE,Servette FC|Servette,SK Slavia Praha|Slavia Praha
2023-09-21,FC Sheriff Tiraspol,AS Roma,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,69606,50137,MDA,ITA,FC Sheriff Tiraspol|Sheriff,AS Roma|Roma
2023-09-21,Bayer 04 Leverkusen,BK Häcken,4,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50109,69621,GER,SWE,Bayer 04 Leverkusen|Leverkusen,BK Häcken|Häcken
2023-09-21,Qarabağ FK,Molde FK,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,60609,50142,AZE,NOR,Qarabağ FK|Qarabağ,Molde FK|Molde
2023-09-21,West Ham United FC,FK TSC,3,1,INT-Europa League,2324,,,uefa,TOURNAMENT,53358,2610140,ENG,SRB,West Ham United FC|West Ham,FK TSC|TSC
2023-09-21,Olympiacos FC,SC Freiburg,2,3,INT-Europa League,2324,,,uefa,TOURNAMENT,2610,59880,GRE,GER,Olympiacos FC|Olympiacos,SC Freiburg|Freiburg
2023-09-21,AFC Ajax,Olympique de Marseille,3,3,INT-Europa League,2324,,,uefa,TOURNAMENT,50143,52748,NED,FRA,AFC Ajax|Ajax,Olympique de Marseille|Marseille
2023-09-21,Brighton & Hove Albion,AEK Athens FC,2,3,INT-Europa League,2324,,,uefa,TOURNAMENT,2601105,50129,ENG,GRE,Brighton & Hove Albion|Brighton,AEK Athens FC|AEK Athens
2023-09-21,AC Sparta Praha,Aris Limassol FC,3,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50033,69529,CZE,CYP,AC Sparta Praha|Sparta Praha,Aris Limassol FC|Aris Limassol
2023-09-21,Rangers FC,Real Betis Balompié,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50121,52265,SCO,ESP,Rangers FC|Rangers,Real Betis Balompié|Real Betis
2023-09-21,Atalanta BC,Raków Częstochowa,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52816,60566,ITA,POL,Atalanta BC|Atalanta,Raków Częstochowa|Raków
2023-09-21,SK Sturm Graz,Sporting Clube de Portugal,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50111,50149,AUT,POR,SK Sturm Graz|Sturm Graz,Sporting Clube de Portugal|Sporting CP
2023-10-05,SC Freiburg,West Ham United FC,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,59880,53358,GER,ENG,SC Freiburg|Freiburg,West Ham United FC|West Ham
2023-10-05,FK TSC,Olympiacos FC,2,2,INT-Europa League,2324,,,uefa,TOURNAMENT,2610140,2610,SRB,GRE,FK TSC|TSC,Olympiacos FC|Olympiacos
2023-10-05,Olympique de Marseille,Brighton & Hove Albion,2,2,INT-Europa League,2324,,,uefa,TOURNAMENT,52748,2601105,FRA,ENG,Olympique de Marseille|Marseille,Brighton & Hove Albion|Brighton
2023-10-05,AEK Athens FC,AFC Ajax,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50129,50143,GRE,NED,AEK Athens FC|AEK Athens,AFC Ajax|Ajax
2023-10-05,Real Betis Balompié,AC Sparta Praha,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,52265,50033,ESP,CZE,Real Betis Balompié|Real Betis,AC Sparta Praha|Sparta Praha
2023-10-05,Aris Limassol FC,Rangers FC,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,69529,50121,CYP,SCO,Aris Limassol FC|Aris Limassol,Rangers FC|Rangers
2023-10-05,Sporting Clube de Portugal,Atalanta BC,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50149,52816,POR,ITA,Sporting Clube de Portugal|Sporting CP,Atalanta BC|Atalanta
2023-10-05,Raków Częstochowa,SK Sturm Graz,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,60566,50111,POL,AUT,Raków Częstochowa|Raków,SK Sturm Graz|Sturm Graz
2023-10-05,Liverpool FC,R. Union Saint-Gilloise,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,7889,64125,ENG,BEL,Liverpool FC|Liverpool,R. Union Saint-Gilloise|Union SG
2023-10-05,Toulouse FC,LASK,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52934,63405,FRA,AUT,Toulouse FC|Toulouse,LASK
2023-10-05,Villarreal CF,Stade Rennais FC,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,70691,55031,ESP,FRA,Villarreal CF|Villarreal,Stade Rennais FC|Rennes
2023-10-05,Maccabi Haifa FC,Panathinaikos FC,0,0,INT-Europa League,2324,,,uefa,TOURNAMENT,59045,50084,ISR,GRE,Maccabi Haifa FC|Maccabi Haifa,Panathinaikos FC|Panathinaikos
2023-10-05,AS Roma,Servette FC,4,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50137,50008,ITA,SUI,AS Roma|Roma,Servette FC|Servette
2023-10-05,SK Slavia Praha,FC Sheriff Tiraspol,6,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52498,69606,CZE,MDA,SK Slavia Praha|Slavia Praha,FC Sheriff Tiraspol|Sheriff
2023-10-05,Molde FK,Bayer 04 Leverkusen,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50142,50109,NOR,GER,Molde FK|Molde,Bayer 04 Leverkusen|Leverkusen
2023-10-05,BK Häcken,Qarabağ FK,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,69621,60609,SWE,AZE,BK Häcken|Häcken,Qarabağ FK|Qarabağ
2023-10-26,Olympiacos FC,West Ham United FC,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,2610,53358,GRE,ENG,Olympiacos FC|Olympiacos,West Ham United FC|West Ham
2023-10-26,FK TSC,SC Freiburg,1,3,INT-Europa League,2324,,,uefa,TOURNAMENT,2610140,59880,SRB,GER,FK TSC|TSC,SC Freiburg|Freiburg
2023-10-26,Olympique de Marseille,AEK Athens FC,3,1,INT-Europa League,2324,,,uefa,TOURNAMENT,52748,50129,FRA,GRE,Olympique de Marseille|Marseille,AEK Athens FC|AEK Athens
2023-10-26,AC Sparta Praha,Rangers FC,0,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50033,50121,CZE,SCO,AC Sparta Praha|Sparta Praha,Rangers FC|Rangers
2023-10-26,Aris Limassol FC,Real Betis Balompié,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,69529,52265,CYP,ESP,Aris Limassol FC|Aris Limassol,Real Betis Balompié|Real Betis
2023-10-26,SK Sturm Graz,Atalanta BC,2,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50111,52816,AUT,ITA,SK Sturm Graz|Sturm Graz,Atalanta BC|Atalanta
2023-10-26,Raków Częstochowa,Sporting Clube de Portugal,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,60566,50149,POL,POR,Raków Częstochowa|Raków,Sporting Clube de Portugal|Sporting CP
2023-10-26,Molde FK,BK Häcken,5,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50142,69621,NOR,SWE,Molde FK|Molde,BK Häcken|Häcken
2023-10-26,Brighton & Hove Albion,AFC Ajax,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,2601105,50143,ENG,NED,Brighton & Hove Albion|Brighton,AFC Ajax|Ajax
2023-10-26,R. Union Saint-Gilloise,LASK,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,64125,63405,BEL,AUT,R. Union Saint-Gilloise|Union SG,LASK
2023-10-26,Liverpool FC,Toulouse FC,5,1,INT-Europa League,2324,,,uefa,TOURNAMENT,7889,52934,ENG,FRA,Liverpool FC|Liverpool,Toulouse FC|Toulouse
2023-10-26,Panathinaikos FC,Stade Rennais FC,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50084,55031,GRE,FRA,Panathinaikos FC|Panathinaikos,Stade Rennais FC|Rennes
2023-10-26,AS Roma,SK Slavia Praha,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50137,52498,ITA,CZE,AS Roma|Roma,SK Slavia Praha|Slavia Praha
2023-10-26,FC Sheriff Tiraspol,Servette FC,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,69606,50008,MDA,SUI,FC Sheriff Tiraspol|Sheriff,Servette FC|Servette
2023-10-26,Bayer 04 Leverkusen,Qarabağ FK,5,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50109,60609,GER,AZE,Bayer 04 Leverkusen|Leverkusen,Qarabağ FK|Qarabağ
2023-11-09,AFC Ajax,Brighton & Hove Albion,0,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50143,2601105,NED,ENG,AFC Ajax|Ajax,Brighton & Hove Albion|Brighton
2023-11-09,LASK,R. Union Saint-Gilloise,3,0,INT-Europa League,2324,,,uefa,TOURNAMENT,63405,64125,AUT,BEL,LASK,R. Union Saint-Gilloise|Union SG
2023-11-09,Toulouse FC,Liverpool FC,3,2,INT-Europa League,2324,,,uefa,TOURNAMENT,52934,7889,FRA,ENG,Toulouse FC|Toulouse,Liverpool FC|Liverpool
2023-11-09,Stade Rennais FC,Panathinaikos FC,3,1,INT-Europa League,2324,,,uefa,TOURNAMENT,55031,50084,FRA,GRE,Stade Rennais FC|Rennes,Panathinaikos FC|Panathinaikos
2023-11-09,Maccabi Haifa FC,Villarreal CF,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,59045,70691,ISR,ESP,Maccabi Haifa FC|Maccabi Haifa,Villarreal CF|Villarreal
2023-11-09,Servette FC,FC Sheriff Tiraspol,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50008,69606,SUI,MDA,Servette FC|Servette,FC Sheriff Tiraspol|Sheriff
2023-11-09,SK Slavia Praha,AS Roma,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52498,50137,CZE,ITA,SK Slavia Praha|Slavia Praha,AS Roma|Roma
2023-11-09,Qarabağ FK,Bayer 04 Leverkusen,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,60609,50109,AZE,GER,Qarabağ FK|Qarabağ,Bayer 04 Leverkusen|Leverkusen
2023-11-09,SC Freiburg,FK TSC,5,0,INT-Europa League,2324,,,uefa,TOURNAMENT,59880,2610140,GER,SRB,SC Freiburg|Freiburg,FK TSC|TSC
2023-11-09,West Ham United FC,Olympiacos FC,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,53358,2610,ENG,GRE,West Ham United FC|West Ham,Olympiacos FC|Olympiacos
2023-11-09,AEK Athens FC,Olympique de Marseille,0,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50129,52748,GRE,FRA,AEK Athens FC|AEK Athens,Olympique de Marseille|Marseille
2023-11-09,Real Betis Balompié,Aris Limassol FC,4,1,INT-Europa League,2324,,,uefa,TOURNAMENT,52265,69529,ESP,CYP,Real Betis Balompié|Real Betis,Aris Limassol FC|Aris Limassol
2023-11-09,Rangers FC,AC Sparta Praha,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50121,50033,SCO,CZE,Rangers FC|Rangers,AC Sparta Praha|Sparta Praha
2023-11-09,Atalanta BC,SK Sturm Graz,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52816,50111,ITA,AUT,Atalanta BC|Atalanta,SK Sturm Graz|Sturm Graz
2023-11-09,Sporting Clube de Portugal,Raków Częstochowa,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50149,60566,POR,POL,Sporting Clube de Portugal|Sporting CP,Raków Częstochowa|Raków
2023-11-09,BK Häcken,Molde FK,1,3,INT-Europa League,2324,,,uefa,TOURNAMENT,69621,50142,SWE,NOR,BK Häcken|Häcken,Molde FK|Molde
2023-11-30,SC Freiburg,Olympiacos FC,5,0,INT-Europa League,2324,,,uefa,TOURNAMENT,59880,2610,GER,GRE,SC Freiburg|Freiburg,Olympiacos FC|Olympiacos
2023-11-30,FK TSC,West Ham United FC,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,2610140,53358,SRB,ENG,FK TSC|TSC,West Ham United FC|West Ham
2023-11-30,AEK Athens FC,Brighton & Hove Albion,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50129,2601105,GRE,ENG,AEK Athens FC|AEK Athens,Brighton & Hove Albion|Brighton
2023-11-30,AC Sparta Praha,Real Betis Balompié,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50033,52265,CZE,ESP,AC Sparta Praha|Sparta Praha,Real Betis Balompié|Real Betis
2023-11-30,Atalanta BC,Sporting Clube de Portugal,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,52816,50149,ITA,POR,Atalanta BC|Atalanta,Sporting Clube de Portugal|Sporting CP
2023-11-30,SK Sturm Graz,Raków Częstochowa,0,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50111,60566,AUT,POL,SK Sturm Graz|Sturm Graz,Raków Częstochowa|Raków
2023-11-30,Maccabi Haifa FC,Stade Rennais FC,0,3,INT-Europa League,2324,,,uefa,TOURNAMENT,59045,55031,ISR,FRA,Maccabi Haifa FC|Maccabi Haifa,Stade Rennais FC|Rennes
2023-11-30,Olympique de Marseille,AFC Ajax,4,3,INT-Europa League,2324,,,uefa,TOURNAMENT,52748,50143,FRA,NED,Olympique de Marseille|Marseille,AFC Ajax|Ajax
2023-11-30,Rangers FC,Aris Limassol FC,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50121,69529,SCO,CYP,Rangers FC|Rangers,Aris Limassol FC|Aris Limassol
2023-11-30,Liverpool FC,LASK,4,0,INT-Europa League,2324,,,uefa,TOURNAMENT,7889,63405,ENG,AUT,Liverpool FC|Liverpool,LASK
2023-11-30,Toulouse FC,R. Union Saint-Gilloise,0,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52934,64125,FRA,BEL,Toulouse FC|Toulouse,R. Union Saint-Gilloise|Union SG
2023-11-30,Villarreal CF,Panathinaikos FC,3,2,INT-Europa League,2324,,,uefa,TOURNAMENT,70691,50084,ESP,GRE,Villarreal CF|Villarreal,Panathinaikos FC|Panathinaikos
2023-11-30,Servette FC,AS Roma,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50008,50137,SUI,ITA,Servette FC|Servette,AS Roma|Roma
2023-11-30,FC Sheriff Tiraspol,SK Slavia Praha,2,3,INT-Europa League,2324,,,uefa,TOURNAMENT,69606,52498,MDA,CZE,FC Sheriff Tiraspol|Sheriff,SK Slavia Praha|Slavia Praha
2023-11-30,Molde FK,Qarabağ FK,2,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50142,60609,NOR,AZE,Molde FK|Molde,Qarabağ FK|Qarabağ
2023-11-30,BK Häcken,Bayer 04 Leverkusen,0,2,INT-Europa League,2324,,,uefa,TOURNAMENT,69621,50109,SWE,GER,BK Häcken|Häcken,Bayer 04 Leverkusen|Leverkusen
2023-12-06,Villarreal CF,Maccabi Haifa FC,0,0,INT-Europa League,2324,,,uefa,TOURNAMENT,70691,59045,ESP,ISR,Villarreal CF|Villarreal,Maccabi Haifa FC|Maccabi Haifa
2023-12-14,R. Union Saint-Gilloise,Liverpool FC,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,64125,7889,BEL,ENG,R. Union Saint-Gilloise|Union SG,Liverpool FC|Liverpool
2023-12-14,LASK,Toulouse FC,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,63405,52934,AUT,FRA,LASK,Toulouse FC|Toulouse
2023-12-14,Stade Rennais FC,Villarreal CF,2,3,INT-Europa League,2324,,,uefa,TOURNAMENT,55031,70691,FRA,ESP,Stade Rennais FC|Rennes,Villarreal CF|Villarreal
2023-12-14,Panathinaikos FC,Maccabi Haifa FC,1,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50084,59045,GRE,ISR,Panathinaikos FC|Panathinaikos,Maccabi Haifa FC|Maccabi Haifa
2023-12-14,AS Roma,FC Sheriff Tiraspol,3,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50137,69606,ITA,MDA,AS Roma|Roma,FC Sheriff Tiraspol|Sheriff
2023-12-14,SK Slavia Praha,Servette FC,4,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52498,50008,CZE,SUI,SK Slavia Praha|Slavia Praha,Servette FC|Servette
2023-12-14,Bayer 04 Leverkusen,Molde FK,5,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50109,50142,GER,NOR,Bayer 04 Leverkusen|Leverkusen,Molde FK|Molde
2023-12-14,Qarabağ FK,BK Häcken,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,60609,69621,AZE,SWE,Qarabağ FK|Qarabağ,BK Häcken|Häcken
2023-12-14,West Ham United FC,SC Freiburg,2,0,INT-Europa League,2324,,,uefa,TOURNAMENT,53358,59880,ENG,GER,West Ham United FC|West Ham,SC Freiburg|Freiburg
2023-12-14,Olympiacos FC,FK TSC,5,2,INT-Europa League,2324,,,uefa,TOURNAMENT,2610,2610140,GRE,SRB,Olympiacos FC|Olympiacos,FK TSC|TSC
2023-12-14,AFC Ajax,AEK Athens FC,3,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50143,50129,NED,GRE,AFC Ajax|Ajax,AEK Athens FC|AEK Athens
2023-12-14,Brighton & Hove Albion,Olympique de Marseille,1,0,INT-Europa League,2324,,,uefa,TOURNAMENT,2601105,52748,ENG,FRA,Brighton & Hove Albion|Brighton,Olympique de Marseille|Marseille
2023-12-14,Real Betis Balompié,Rangers FC,2,3,INT-Europa League,2324,,,uefa,TOURNAMENT,52265,50121,ESP,SCO,Real Betis Balompié|Real Betis,Rangers FC|Rangers
2023-12-14,Aris Limassol FC,AC Sparta Praha,1,3,INT-Europa League,2324,,,uefa,TOURNAMENT,69529,50033,CYP,CZE,Aris Limassol FC|Aris Limassol,AC Sparta Praha|Sparta Praha
2023-12-14,Sporting Clube de Portugal,SK Sturm Graz,3,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50149,50111,POR,AUT,Sporting Clube de Portugal|Sporting CP,SK Sturm Graz|Sturm Graz
2023-12-14,Raków Częstochowa,Atalanta BC,0,4,INT-Europa League,2324,,,uefa,TOURNAMENT,60566,52816,POL,ITA,Raków Częstochowa|Raków,Atalanta BC|Atalanta
2024-02-15,Feyenoord,AS Roma,1,1,INT-Europa League,2324,,,uefa,TOURNAMENT,52749,50137,NED,ITA,Feyenoord,AS Roma|Roma
2024-02-15,Galatasaray A.Ş.,AC Sparta Praha,3,2,INT-Europa League,2324,,,uefa,TOURNAMENT,50067,50033,TUR,CZE,Galatasaray A.Ş.|Galatasaray,AC Sparta Praha|Sparta Praha
2024-02-15,FC Shakhtar Donetsk,Olympique de Marseille,2,2,INT-Europa League,2324,,,uefa,TOURNAMENT,52707,52748,UKR,FRA,FC Shakhtar Donetsk|Shakhtar,Olympique de Marseille|Marseille
2024-02-15,BSC Young Boys,Sporting Clube de Portugal,1,3,INT-Europa League,2324,,,uefa,TOURNAMENT,50031,50149,SUI,POR,BSC Young Boys|Young Boys,Sporting Clube de Portugal|Sporting CP
2024-02-15,SL Benfica,Toulouse FC,2,1,INT-Europa League,2324,,,uefa,TOURNAMENT,50147,52934,POR,FRA,SL Benfica|Benfica,Toulouse FC|Toulouse
2024-02-15,AC Milan,Stade Rennais FC,3,0,INT-Europa League,2324,,,uefa,TOURNAMENT,50058,55031,ITA,FRA,AC Milan|Milan,Stade Rennais FC|Rennes
2024-02-15,RC Lens,SC Freiburg,0,0,INT-Europa League,2324,,,uefa,TOURNAMENT,52277,59880,FRA,GER,RC Lens|Lens,SC Freiburg|Freiburg
2024-02-15,SC Braga,Qarabağ FK,2,4,INT-Europa League,2324,,,uefa,TOURNAMENT,52336,60609,POR,AZE,SC Braga|Braga,Qarabağ FK|Qarabağ
